"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"MDG_0000000027","NLIS_313004","PUBLISHED","1995","WPR","CHN","FMLE","30.3","30.30000","","",""
"MDG_0000000027","NLIS_313277","PUBLISHED","2013-2014","WPR","PHL","BTSX","30.3","30.30000","","",""
"MDG_0000000027","NLIS_312872","PUBLISHED","2005","WPR","MNG","MLE","29.2","29.20000","","",""
"MDG_0000000027","NLIS_313277","PUBLISHED","2013-2014","WPR","PHL","FMLE","29.1","29.10000","","",""
"MDG_0000000027","NLIS_312872","PUBLISHED","2005","WPR","MNG","BTSX","27.5","27.50000","","",""
"MDG_0000000027","NLIS_312755","PUBLISHED","2004","WPR","MNG","MLE","27.1","27.10000","","",""
"MDG_0000000027","NLIS_313169","PUBLISHED","2009-2010","WPR","VNM","FMLE","27.1","27.10000","","",""
"MDG_0000000027","NLIS_310337","PUBLISHED","1983","WPR","VUT","BTSX","24.6","24.60000","","",""
"MDG_0000000027","NLIS_313245","PUBLISHED","2009","WPR","BRN","MLE","22.8","22.80000","","",""
"MDG_0000000027","NLIS_312789","PUBLISHED","2002","WPR","CHN","FMLE","20.8","20.80000","","",""
"MDG_0000000027","NLIS_312549","PUBLISHED","1999","WPR","MYS","BTSX","20.7","20.70000","","",""
"MDG_0000000027","NLIS_313028","PUBLISHED","2007","WPR","VUT","FMLE","20.0","20.00000","","",""
"MDG_0000000027","NLIS_313005","PUBLISHED","1998","WPR","CHN","BTSX","19.8","19.80000","","",""
"MDG_0000000027","NLIS_313006","PUBLISHED","2000","WPR","CHN","BTSX","17.8","17.80000","","",""
"MDG_0000000027","NLIS_313245","PUBLISHED","2009","WPR","BRN","FMLE","16.7","16.70000","","",""
"MDG_0000000027","NLIS_313195","PUBLISHED","2010","WPR","MNG","MLE","16.4","16.40000","","",""
"MDG_0000000027","NLIS_313080","PUBLISHED","2009","WPR","CHN","MLE","13.2","13.20000","","",""
"MDG_0000000027","NLIS_313007","PUBLISHED","2005","WPR","CHN","FMLE","10.7","10.70000","","",""
"MDG_0000000027","NLIS_312945","PUBLISHED","2007","WPR","TUV","BTSX","10.0","10.00000","","",""
"MDG_0000000027","NLIS_313102","PUBLISHED","2010","WPR","CHN","BTSX","9.4","9.40000","","",""
"MDG_0000000027","NLIS_310319","PUBLISHED","1970-1977","WPR","SGP","FMLE","9.4","9.40000","","",""
"MDG_0000000027","NLIS_313255","PUBLISHED","2012","WPR","TON","BTSX","8.1","8.10000","","",""
"MDG_0000000027","NLIS_313153","PUBLISHED","2004","WPR","FJI","BTSX","7.5","7.50000","","",""
"MDG_0000000027","NLIS_313268","PUBLISHED","2010","WPR","JPN","BTSX","7.1","7.10000","","",""
"MDG_0000000027","NLIS_312514","PUBLISHED","1999","WPR","WSM","BTSX","6.4","6.40000","","",""
"MDG_0000000027","NLIS_312536","PUBLISHED","2000","WPR","SGP","BTSX","4.4","4.40000","","",""
"MDG_0000000027","NLIS_313179","PUBLISHED","2008-2011","WPR","KOR","FMLE","2.7","2.70000","","",""
"MDG_0000000027","NLIS_312966","PUBLISHED","2003","WPR","KOR","FMLE","2.5","2.50000","","",""
"MDG_0000000027","NLIS_311832","PUBLISHED","1995-1996","WPR","AUS","BTSX","0.0","0.00000","","",""
"MDG_0000000027","NLIS_312828","PUBLISHED","1991","SEAR","BGD","FMLE","77.3","77.30000","","",""
"MDG_0000000027","NLIS_310302","PUBLISHED","1982-1983","SEAR","BGD","BTSX","71.1","71.10000","","",""
"MDG_0000000027","NLIS_310369","PUBLISHED","1985-1986","SEAR","BGD","BTSX","70.9","70.90000","","",""
"MDG_0000000027","NLIS_312835","PUBLISHED","1994","SEAR","BGD","MLE","70.5","70.50000","","",""
"MDG_0000000027","NLIS_312835","PUBLISHED","1994","SEAR","BGD","BTSX","70.1","70.10000","","",""
